City ID,City,Cloudiness,Country,Date,Humidity (%),Lat,Long,Max Temp (F),Wind Speed (mph)
279,Coahuayana Viejo,5,MX,1586642426,48,18.73,-103.68,86.0,11.41
280,Brazzaville,75,CG,1586642427,88,-4.27,15.28,77.0,1.43
281,Wattegama,13,LK,1586642427,86,6.8,81.48,75.4,2.98
282,Salalah,40,OM,1586642171,74,17.02,54.09,82.4,9.17
283,Kargasok,65,RU,1586642429,94,59.06,80.86,33.08,5.88
284,Nome,40,US,1586642045,86,64.5,-165.41,28.4,10.29
285,Wadi Maliz,49,TN,1586642429,82,36.47,8.55,57.2,3.36
286,Kjøllefjord,95,NO,1586642430,92,70.95,27.35,23.65,5.3
287,Bolshevik,0,BY,1586642430,58,54.01,27.57,28.4,4.47
288,Lorengau,58,PG,1586642189,75,-2.02,147.27,82.27,1.25
289,Aswān,0,EG,1586642430,25,24.09,32.91,66.38,10.92
290,Poum,50,NC,1586642343,71,-20.23,164.02,79.09,11.65
291,George Town,20,MY,1586642222,88,5.41,100.34,82.4,2.24
292,Casablanca,75,MA,1586642185,87,33.59,-7.62,64.0,5.82
293,Wanaka,95,NZ,1586642431,63,-44.7,169.15,52.97,7.49
294,Tiarei,100,PF,1586642324,70,-17.53,-149.33,86.0,5.82
295,Otane,1,NZ,1586642432,67,-39.88,176.63,57.56,1.54
296,San Quintín,9,MX,1586642221,65,30.48,-115.95,62.71,16.91
297,Kadaura,0,IN,1586642432,17,25.98,79.85,85.87,2.28
298,Halifax,90,CA,1586642259,60,44.65,-63.57,43.0,12.75
299,Lompoc,20,US,1586642194,67,34.64,-120.46,72.0,17.22
300,Mareeba,46,AU,1586642286,94,-17.0,145.43,75.2,1.77
301,Port Hawkesbury,90,CA,1586642433,69,45.62,-61.35,41.0,9.17
302,Santa Helena,100,BR,1586642433,91,-2.23,-45.3,78.93,2.82
303,Port Elizabeth,89,ZA,1586642195,63,-33.92,25.57,62.6,6.93
304,Barra do Garças,19,BR,1586642398,70,-15.89,-52.26,80.33,1.19
305,Constitución,60,CL,1586642233,65,-35.33,-72.42,60.35,13.62
306,Bukene,55,TZ,1586642434,64,-4.23,32.88,66.31,5.53
307,Lakes Entrance,90,AU,1586642435,77,-37.88,147.98,55.56,17.98
308,Conway,90,US,1586642435,55,35.09,-92.44,68.0,8.05
309,Atikokan,32,CA,1586642436,55,48.76,-91.62,40.73,13.0
310,Xilitla,98,MX,1586642436,42,21.33,-98.97,92.89,7.56
311,La Palma,20,US,1586642272,52,33.85,-118.05,71.6,5.82
312,Aklavik,20,CA,1586642332,57,68.22,-135.01,19.4,9.17
313,General Roca,46,AR,1586642437,32,-39.03,-67.58,69.8,4.7
314,Faanui,56,PF,1586642319,77,-16.48,-151.75,82.6,12.66
315,Pedernales,23,DO,1586642437,55,18.04,-71.74,86.63,6.69
316,Ancud,20,CL,1586642283,62,-41.87,-73.82,53.6,5.82
317,Post Falls,1,US,1586642438,52,47.72,-116.95,54.0,26.4
318,Sinnamary,100,GF,1586642438,75,5.38,-52.95,80.46,13.2
319,Baghdad,24,IQ,1586642438,42,33.34,44.4,64.4,2.24
320,Longyan,25,CN,1586642438,74,25.11,117.02,50.7,4.85
321,San Cristobal,40,VE,1586642439,38,7.77,-72.22,93.2,20.8
322,Severo-Kuril'sk,63,RU,1586642382,93,50.68,156.12,29.23,8.57
323,Pevek,62,RU,1586642190,91,69.7,170.31,6.39,13.24
324,Acobamba,97,PE,1586642440,28,-11.35,-75.66,59.49,3.85
325,Moose Jaw,75,CA,1586642390,60,50.4,-105.53,32.0,20.8
326,Ilo,67,PE,1586642442,75,-17.64,-71.34,73.4,7.31
327,Oruzgan,99,AF,1586642442,41,32.83,66.0,53.24,1.5
328,Cayenne,20,GF,1586642051,69,4.93,-52.33,82.4,8.05
329,Vorukh,100,TJ,1586642443,41,39.85,70.58,48.61,2.71
330,Shenzhen,20,CN,1586642299,68,22.55,114.07,66.2,19.46
331,Shitanjing,0,CN,1586642443,13,39.23,106.34,42.01,5.01
332,Hovin,75,NO,1586642443,86,63.11,10.22,41.0,12.75
333,Tamiahua,40,MX,1586642444,77,21.27,-97.45,84.0,12.8
334,Chui,33,UY,1586642271,66,-33.7,-53.46,65.95,7.0
335,Sonkovo,29,RU,1586642444,90,57.78,37.16,29.5,5.64
336,Sampit,91,ID,1586642445,98,-2.53,112.95,73.06,2.17
337,Pacific Grove,90,US,1586642227,67,36.62,-121.92,68.0,8.05
338,Pitimbu,20,BR,1586642334,78,-7.47,-34.81,82.4,10.29
339,Flinders,0,AU,1586642180,57,-34.58,150.86,55.99,12.75
340,Scalea,5,IT,1586642446,48,39.81,15.8,55.99,1.99
341,College,75,US,1586642301,41,64.86,-147.8,41.0,6.93
342,Kamenka,80,RU,1586642446,82,51.32,42.77,35.01,11.48
343,Aktobe,3,KZ,1586642446,63,50.28,57.21,32.0,6.71
344,Codrington,98,AU,1586642363,71,-38.27,141.97,53.02,11.23
345,Antalaha,17,MG,1586642421,83,-14.9,50.28,76.77,11.88
346,Hofn,20,IS,1586642230,55,64.25,-15.21,39.2,24.16
347,Sur,63,OM,1586642348,67,22.57,59.53,78.96,13.2
348,Zhezkazgan,100,KZ,1586642447,56,47.8,67.71,44.85,6.46
349,Acapulco de Juárez,40,MX,1586642123,74,16.86,-99.89,84.2,9.17
350,Nola,0,IT,1586642448,93,40.92,14.53,57.99,3.36
351,Ballina,0,AU,1586642345,87,-28.87,153.57,66.0,2.24
352,Nuuk,90,GL,1586642327,69,64.18,-51.72,35.6,9.17
353,Polunochnoye,100,RU,1586642449,92,60.87,60.42,34.07,1.95
354,Fort Myers Beach,1,US,1586642449,46,26.45,-81.95,89.6,9.17
355,Vostok,69,RU,1586642449,89,46.49,135.88,24.33,2.98
356,Yenagoa,99,NG,1586642307,86,4.92,6.26,76.96,3.69
357,Prado,78,BR,1586642450,85,-17.34,-39.22,78.94,9.22
358,Harper,97,LR,1586642450,80,4.38,-7.72,81.25,4.03
359,Mezen',15,RU,1586642450,96,65.85,44.24,17.87,4.45
360,Tromsø,75,NO,1586642309,96,69.65,18.96,32.0,21.92
361,Puerto Madryn,0,AR,1586642451,24,-42.77,-65.04,64.71,14.92
362,Zharkent,100,KZ,1586642452,32,44.16,80.0,54.1,1.43
363,Buraidah,0,SA,1586642452,35,26.33,43.98,69.8,10.29
364,Thaton,100,MM,1586642452,66,16.92,97.37,75.0,1.54
365,Inírida,20,CO,1586642453,65,3.87,-67.92,86.95,4.07
366,Shimoda,75,JP,1586642454,87,34.67,138.95,51.01,3.36
367,Pangnirtung,100,CA,1586642303,89,66.15,-65.71,26.82,3.42
368,Atar,0,MR,1586642454,17,20.52,-13.05,85.01,8.08
369,Laguna,40,US,1586642345,68,38.42,-121.42,71.01,8.05
370,Kelo,99,TD,1586642455,33,9.31,15.81,83.35,7.16
371,Augusto Corrêa,99,BR,1586642455,92,-1.02,-46.63,79.11,4.81
372,Jakar,40,BT,1586642355,32,27.55,90.75,39.61,3.4
373,Rohatyn,0,UA,1586642458,36,49.41,24.61,44.6,6.71
374,Bethanien,0,NA,1586642459,16,-26.5,17.16,74.68,19.44
375,Muzhi,15,RU,1586642459,93,65.37,64.67,17.67,6.31
376,Assiniboia,96,CA,1586642460,57,49.63,-105.98,32.13,15.35
377,Sundumbili,78,ZA,1586642460,94,-29.13,31.4,68.0,1.12
378,Airai,98,TL,1586642301,72,-8.93,125.41,60.13,1.01
379,Jablah,40,SY,1586642461,87,35.36,35.93,57.2,5.82
380,Kalmar,100,SE,1586642462,65,56.66,16.36,45.0,11.41
381,Tura,0,IN,1586642462,32,25.52,90.22,72.18,4.45
382,Bykovo,0,RU,1586642464,86,55.64,38.08,32.0,11.18
383,Kantunil,5,MX,1586642464,17,20.8,-89.03,107.6,11.41
384,Yemel'yanovo,0,RU,1586642465,79,56.17,92.68,23.0,2.57
385,Östersund,100,SE,1586642401,85,63.18,14.64,37.4,16.11
386,Phayuha Khiri,91,TH,1586642465,67,15.46,100.14,82.92,10.92
387,Goya,0,AR,1586642467,47,-29.14,-59.26,73.44,5.73
388,Matara,19,LK,1586642467,88,5.95,80.54,76.69,5.44
389,Gouré,100,NE,1586642375,13,13.98,10.27,88.0,4.0
390,Vidim,23,RU,1586642468,91,56.41,103.11,27.68,3.4
391,Cururupu,96,BR,1586642176,87,-1.83,-44.87,80.26,5.75
392,Ariquemes,69,BR,1586642468,88,-9.91,-63.04,82.11,2.33
393,Springbok,49,ZA,1586642469,62,-29.66,17.89,53.11,5.46
394,Yar-Sale,30,RU,1586642469,93,66.83,70.83,12.09,8.19
395,Guymon,1,US,1586642469,10,36.68,-101.48,82.4,13.87
396,São Gabriel da Cachoeira,100,BR,1586642470,92,-0.13,-67.09,78.87,1.3
397,Nerchinskiy Zavod,0,RU,1586642470,51,51.31,119.61,37.38,1.48
398,Puri,40,IN,1586642470,88,19.8,85.85,80.6,4.7
399,Kushima,90,JP,1586642470,87,31.46,131.23,55.4,4.7
400,Broken Hill,0,AU,1586642471,70,-31.95,141.43,42.8,4.7
401,Yatou,13,CN,1586642471,59,37.15,122.38,44.31,12.26
402,Talnakh,75,RU,1586642192,80,69.49,88.4,35.6,31.32
403,Beli Manastir,0,HR,1586642471,57,45.77,18.6,54.0,5.82
404,Pisco,0,PE,1586642219,30,-13.7,-76.22,75.0,5.82
405,Bassila,70,BJ,1586642472,41,9.01,1.67,84.27,1.45
406,Bedford,45,GB,1586642473,55,52.13,-0.47,60.8,3.36
407,Souillac,40,MU,1586642194,83,-20.52,57.52,78.01,11.41
408,Casa Grande,75,US,1586642474,42,32.88,-111.76,73.0,18.34
409,Nemuro,51,JP,1586642274,91,43.32,145.57,30.69,6.51
410,Riverton,75,US,1586642241,45,40.52,-111.94,66.2,8.05
411,Ust-Tsilma,54,RU,1586642474,95,65.44,52.15,16.43,3.27
412,Lima,75,PE,1586642360,65,-12.04,-77.03,78.8,9.17
413,Farafangana,1,MG,1586642475,83,-22.82,47.83,74.61,4.45
414,Port Blair,63,IN,1586642259,72,11.67,92.75,82.06,7.29
415,Sanguéya,26,GN,1586642475,81,10.7,-14.37,78.03,5.37
416,Inndyr,100,NO,1586642475,88,67.03,14.03,32.0,19.46
417,Olafsvik,60,IS,1586642160,79,64.89,-23.71,37.24,28.39
418,Hualmay,36,PE,1586642303,66,-11.1,-77.61,77.05,9.98
419,Ludza,32,LV,1586642476,78,56.55,27.72,35.06,6.2
420,Waingapu,53,ID,1586642476,77,-9.66,120.26,77.94,5.7
421,Juneau,20,US,1586642387,36,58.3,-134.42,44.6,11.41
422,Abnūb,0,EG,1586642477,42,27.27,31.15,62.6,9.17
423,Acuitzio,30,MX,1586642477,7,20.34,-101.98,89.26,18.41
424,Trincomalee,2,LK,1586642477,80,8.57,81.23,80.56,4.61
425,Muromtsevo,15,RU,1586642477,91,56.37,75.24,34.02,5.79
426,Areia Branca,58,BR,1586642478,82,-4.96,-37.14,81.12,14.45
427,Pangkalanbuun,85,ID,1586642407,93,-2.68,111.62,75.52,4.14
428,São João da Barra,90,BR,1586642478,94,-21.64,-41.05,71.6,14.99
429,Manadhoo,4,MV,1586642478,69,5.77,73.38,84.72,5.44
430,Kozhanka,0,UA,1586642478,38,49.98,29.74,41.0,6.71
431,Tiksi,37,RU,1586642311,93,71.69,128.87,13.08,17.74
432,Mackenzie,1,CA,1586642479,27,55.3,-123.17,35.6,4.7
433,Laas,5,IT,1586642372,70,46.62,10.7,60.8,4.7
434,Severo-Yeniseyskiy,2,RU,1586642479,93,60.37,93.04,21.04,4.16
435,Florø,100,NO,1586642480,100,61.6,5.03,46.0,18.34
436,Erenhot,0,CN,1586642480,37,43.65,111.98,39.47,6.73
437,Dunedin,100,NZ,1586642385,95,-45.87,170.5,55.0,9.15
438,Praia da Vitória,20,PT,1586642252,82,38.73,-27.07,62.6,11.27
439,Qujing,100,CN,1586642482,45,25.48,103.78,50.86,5.06
440,Yerbogachën,5,RU,1586642416,94,61.28,108.01,24.48,5.55
441,Ascension,1,US,1586642482,54,30.22,-90.9,82.0,6.93
442,Japura,87,ID,1586642325,94,-0.32,102.35,72.84,0.85
443,Aguada de Pasajeros,14,CU,1586642483,59,22.39,-80.85,89.6,12.75
444,Umm Kaddadah,89,SD,1586642483,13,13.6,26.69,79.57,16.4
445,Tripoli,5,LY,1586642483,65,32.88,13.19,62.11,18.19
446,Laem Sing,73,TH,1586642484,95,12.48,102.07,81.0,3.83
447,Lucea,20,JM,1586642484,79,18.45,-78.17,87.01,10.29
448,Priozyornoye,14,UA,1586642484,65,45.27,36.33,49.3,11.32
449,Byron Bay,0,AU,1586642484,87,-28.65,153.62,72.0,2.24
450,São Borja,0,BR,1586642485,53,-28.66,-56.0,70.75,6.62
451,Ust'-Barguzin,100,RU,1586642485,69,53.45,108.98,35.06,2.46
452,Bystryy Istok,16,RU,1586642485,92,52.37,84.39,31.82,2.66
453,Aden,1,YE,1586642485,78,12.78,45.04,82.13,12.15
454,Mogadishu,1,SO,1586642486,72,2.04,45.34,84.16,12.64
455,Taksimo,99,RU,1586642486,63,56.34,114.88,34.77,2.35
456,Suntar,35,RU,1586642486,96,62.14,117.63,29.75,8.16
457,Touros,20,BR,1586642283,78,-5.2,-35.46,82.4,6.93
458,Nizhniy Kislyay,43,RU,1586642487,72,50.85,40.17,37.62,11.77
459,Guna,0,IN,1586642487,18,24.65,77.32,79.99,7.85
460,Westport,75,US,1586642171,22,41.14,-73.36,55.99,12.75
461,Vesele,10,UA,1586642487,58,47.01,34.91,43.81,9.62
462,Kédougou,20,SN,1586642488,34,12.56,-12.17,96.8,4.7
463,Moose Factory,75,CA,1586642488,51,51.26,-80.61,35.6,4.7
464,Plauen,0,DE,1586642488,60,50.5,12.13,48.0,2.73
465,Shelburne,90,CA,1586642302,48,44.08,-80.2,48.99,3.36
466,Zhigansk,98,RU,1586642322,97,66.77,123.37,24.91,11.34
467,Sistranda,75,NO,1586642491,93,63.73,8.83,41.0,11.41
468,Mbeya,91,TZ,1586642491,58,-8.9,33.45,60.1,5.48
469,Nishihara,90,JP,1586642367,83,26.18,127.76,69.8,11.41
470,Vitim,74,RU,1586642492,95,59.45,112.56,26.31,3.18
471,San Lazaro,5,BZ,1586642492,62,18.04,-88.66,87.8,19.46
472,Zhalantun,0,CN,1586642493,70,48.0,122.72,44.01,3.0
473,Lokossa,98,BJ,1586642493,69,6.64,1.72,82.58,6.91
474,Gorom-Gorom,18,BF,1586642493,19,14.44,-0.24,90.16,10.85
475,Koumac,18,NC,1586642493,70,-20.57,164.28,77.72,7.72
476,Charagua,0,BO,1586642494,29,-19.8,-63.22,78.64,4.85
477,Krasnorechenskiy,0,RU,1586642494,89,44.63,135.35,21.56,3.67
478,Los Llanos de Aridane,75,ES,1586642272,77,28.66,-17.92,68.0,10.29
479,Singleton,0,AU,1586642494,58,-32.57,151.18,57.99,10.29
480,Burnie,24,AU,1586642494,64,-41.07,145.92,54.0,11.01
481,Rome,20,US,1586642464,38,43.21,-75.46,46.4,19.46
482,Sredniy Ikorets,72,RU,1586642495,71,51.07,39.76,37.85,12.93
483,Nautla,36,MX,1586642495,75,20.22,-96.78,85.37,9.78
484,Bilibino,92,RU,1586642277,90,68.05,166.44,10.0,1.25
485,Wenling,52,CN,1586642496,77,28.37,121.36,50.0,15.52
486,Mufumbwe,87,ZM,1586642496,68,-13.68,24.8,63.48,4.38
487,Viedma,100,AR,1586642497,40,-40.81,-63.0,62.69,13.24
488,Kidal,19,ML,1586642497,16,18.44,1.41,90.77,9.22
489,Vuktyl,87,RU,1586642497,94,63.86,57.31,17.44,2.55
490,Alyangula,77,AU,1586642498,100,-13.85,136.42,75.2,7.16
491,Port Hedland,0,AU,1586642498,69,-20.32,118.57,73.4,10.29
492,Evensk,100,RU,1586642498,89,61.95,159.23,8.92,4.0
493,Ilulissat,100,GL,1586642341,68,69.22,-51.1,30.2,5.82
494,Priiskovyy,0,RU,1586642498,43,51.93,116.63,41.72,4.52
495,Tari,84,NG,1586642499,17,12.41,4.49,91.47,10.16
496,Tommot,100,RU,1586642499,82,58.96,126.29,33.13,0.94
497,Metu,97,ET,1586642499,58,8.3,35.58,62.87,2.46
498,Thunder Bay,75,CA,1586642267,27,48.4,-89.32,51.8,17.22
499,Vao,27,NC,1586642499,74,-22.67,167.48,76.19,15.46
500,Paralímni,0,CY,1586642295,82,35.04,33.98,60.01,4.7
501,Naze,75,JP,1586642336,93,28.37,129.48,66.2,18.34
502,Oussouye,75,SN,1586642246,94,12.48,-16.55,78.8,4.7
503,Bozüyük,96,TR,1586642500,49,39.91,30.04,48.2,6.93
504,Camacupa,71,AO,1586642501,63,-12.02,17.48,62.33,2.26
505,Bahía Blanca,94,AR,1586642501,45,-38.72,-62.27,72.27,5.03
506,Chake Chake,100,TZ,1586642502,79,-5.25,39.77,82.45,10.8
507,Keti Bandar,21,PK,1586642502,71,24.14,67.45,78.31,10.63
508,Solwezi,86,ZM,1586642502,65,-12.17,26.39,61.68,3.74
509,Emmett,1,US,1586642503,27,43.87,-116.5,68.0,18.34
510,Bolama,0,GW,1586642503,76,11.58,-15.47,78.8,14.97
511,Crestview,1,US,1586642504,28,30.76,-86.57,75.99,10.29
512,Santa Maria,1,BR,1586642327,63,-29.68,-53.81,67.1,4.47
513,Beyneu,39,KZ,1586642376,48,45.32,55.2,50.92,4.32
514,Biak,47,ID,1586642504,72,-0.91,122.88,79.39,5.19
515,Dunn,1,US,1586642504,22,44.95,-91.88,62.01,3.36
516,Maun,35,BW,1586642505,88,-19.98,23.42,71.6,2.24
517,Barra de Tecoanapa,81,MX,1586642505,50,16.52,-98.75,88.48,13.04
518,Río Gallegos,75,AR,1586642505,53,-51.62,-69.22,51.8,23.04
519,Barretos,0,BR,1586642437,59,-20.56,-48.57,71.01,3.62
520,Sakakah,0,SA,1586642506,31,29.97,40.21,60.8,5.7
521,Mamlyutka,100,KZ,1586642506,65,54.94,68.54,42.51,6.31
522,Jiazi,54,CN,1586642506,71,22.88,116.07,63.34,14.16
523,Horki,0,BY,1586642794,79,54.29,30.98,32.54,5.91
524,Sydney,20,AU,1586642722,54,-33.87,151.21,59.0,18.34
525,Kurtamysh,100,RU,1586642795,78,54.91,64.43,40.19,6.93
526,Riyadh,75,SA,1586642746,31,24.69,46.72,75.2,5.82
527,Andapa,42,MG,1586642795,78,-14.65,49.65,68.54,2.35
528,Kalemie,82,CD,1586642795,63,-5.95,29.19,74.19,6.29
529,Amapá,100,BR,1586642796,93,1.0,-52.0,76.15,3.53
530,Berlevåg,79,NO,1586642796,90,70.86,29.09,25.02,3.24
531,Coalinga,75,US,1586642796,46,36.14,-120.36,71.6,5.82
532,Bontang,17,ID,1586642796,90,0.13,117.5,75.27,4.09
533,Kiryat Gat,16,IL,1586642797,82,31.61,34.76,57.2,3.36
534,Vila Franca do Campo,20,PT,1586642645,76,37.72,-25.43,57.2,16.11
535,Novokayakent,16,RU,1586642797,62,42.39,47.99,55.4,17.9
536,Kilindoni,100,TZ,1586642798,79,-7.91,39.67,83.01,21.68
537,Manggar,100,ID,1586642798,82,-2.88,108.27,80.38,5.93
538,Plouzané,3,FR,1586642798,87,48.38,-4.62,55.4,4.7
539,Batagay-Alyta,100,RU,1586642799,87,67.8,130.41,19.9,3.8
540,Strausberg,96,DE,1586642799,55,52.58,13.89,52.0,5.82
541,Srednekolymsk,90,RU,1586642799,96,67.45,153.68,21.49,11.16
542,Mana,100,GF,1586642726,72,5.66,-53.78,80.24,9.35
543,Bayjī,15,IQ,1586642801,42,34.93,43.49,65.44,2.8
544,Tortolì,5,IT,1586642801,44,39.93,9.66,59.0,13.87
545,Belaya Gora,100,RU,1586642801,93,68.53,146.42,22.91,10.4
546,Wanning,98,CN,1586642801,90,18.8,110.4,74.97,3.85
547,Pontian Kecil,20,MY,1586642802,94,1.48,103.39,82.4,4.47
548,Kampong Chhnang,19,KH,1586642802,81,12.17,104.55,79.12,7.99
549,Verkhnyaya Inta,10,RU,1586642658,94,65.98,60.31,14.11,5.93
550,Syracuse,9,IT,1586642802,87,37.09,15.28,55.0,4.7
551,Baharly,69,TM,1586642803,48,38.44,57.43,59.45,1.77
552,Atambua,91,ID,1586642803,80,-9.11,124.89,72.64,2.66
553,Havøysund,65,NO,1586642803,92,71.0,24.66,28.4,6.93
554,Domoni,48,KM,1586642804,73,-12.26,44.53,83.37,6.78
555,Misratah,0,LY,1586642804,60,32.38,15.09,61.74,14.34
556,Mozarlândia,8,BR,1586642804,73,-14.74,-50.57,80.11,1.57
557,Gashua,100,NG,1586642805,13,12.87,11.05,83.82,8.97
558,Oranjestad,20,AW,1586642541,70,12.52,-70.03,86.0,25.28
